work_id,user_id,title,username,fandoms,rating,warnings,slash_categories,status,date_updated,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
work_9167785,user-2137495,The Man Who Lived,sebastianL (felix_atticus),['Harry Potter - J. K. Rowling'],Explicit,"['Graphic Depictions Of Violence', 'Major Character Death']",['M/M'],Complete Work,12 Feb 2017,['Draco Malfoy/Harry Potter'],"['Draco Malfoy', 'Harry Potter']","['Original Characters - Freeform', 'Sexual Content', 'Violence', 'Slow Burn', 'First Person', 'Character Study', 'Enemies to Friends']",No summary,English,253826,42/42,2388,5625,2431,160647
work_23950192,user-2827742,The Last Seiðr,SummerChildWinterFury,"['Harry Potter - J. K. Rowling', 'Marvel Cinematic Universe', 'The Avengers (Marvel Movies)']",Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],Work in Progress,18 Jul 2022,"['Fawkes & Harry Potter', 'Harry Potter & Avengers Team', 'Other Relationship Tags to Be Added']","['Harry Potter', 'Nick Fury', 'Fawkes (Harry Potter)', 'Erik Selvig', 'Clint Barton', 'Loki (Marvel)', 'Bruce Banner', 'Phil Coulson', 'Tony Stark', 'Natasha Romanov (Marvel)', 'Thor (Marvel)', 'Steve Rogers', 'Avengers Team (MCU)', 'Sorting Hat (Harry Potter)', 'Other Character Tags to Be Added']",['No Freeform Tags'],No summary,English,57690,9/?,775,5622,2382,106671
work_38565609,user-18285,family and other wonders,resonance_and_d,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],Work in Progress,26 Oct 2022,"['Minor or Background Relationship(s)', 'No Romantic Relationship(s)']","['Harry Potter', 'Kreacher (Harry Potter)', 'Andromeda Black Tonks', 'Nymphadora Tonks', 'Ted Tonks', 'Original Snake Character(s)', 'Death (Harry Potter)', 'Sirius Black', 'Severus Snape', 'Draco Malfoy', 'Ron Weasley', 'Hermione Granger', 'Neville Longbottom']","['Master of Death Harry Potter', 'Harry Potter Has a Pet Snake', 'Time Travel', 'Time Travel Fix-It', 'Harry Potter is a Horcrux', 'Horcruxes', 'Temporary Character Death', 'Parselmouths & Parseltongue (Harry Potter)', 'Weird Magic', 'Magical Theory (Harry Potter)', 'Metamorphmagus Harry Potter', 'Parselmouth Harry Potter', 'Magically Powerful Harry Potter', 'Harry Potter was Raised by Other(s)', '(sort of)', 'Worldbuilding', 'Harry Potter Accidentally Adopts Himself A Whole Extended Family One Person At A Time', 'Grief/Mourning', 'Abusive Dursley Family (Harry Potter)', 'Neglectful Dursley Family', 'Harry Potter Leaves the Dursley Family', 'Past Child Abuse', 'Past Child Neglect', 'Minor Sirius Black/Remus Lupin', 'Minor canonical background relationships', ""Book 1: Harry Potter and the Philosopher's Stone"", 'Fluff and Angst', 'Found Family']",No summary,English,117703,32/?,1709,5620,2108,146419
work_4629198,user-601641,Say a Prayer,mad_fairy,"['Harry Potter - J. K. Rowling', 'Thor - All Media Types']",Not Rated,['Choose Not To Use Archive Warnings'],"['F/M', 'Gen', 'M/M']",Complete Work,05 Sep 2015,['No Relationship Tags'],"['Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Neville Longbottom', 'Loki (Marvel)', 'Albus Dumbledore', 'Luna Lovegood']",['No Freeform Tags'],No summary,English,124857,18/18,429,5616,1017,154976
work_23313475,user-3259101,All Right,LovesBitca8,['Harry Potter - J. K. Rowling'],Explicit,['No Archive Warnings Apply'],"['F/M', 'M/M']",Work in Progress,11 Oct 2021,['Hermione Granger/Draco Malfoy'],"['Hermione Granger', 'Draco Malfoy', 'Pansy Parkinson', 'Harry Potter', 'Blaise Zabini', 'Narcissa Black Malfoy', 'Lucius Malfoy', 'Ginny Weasley', 'Theodore Nott', 'Oliver Wood']","['Explicit Sexual Content', 'Smut', 'Fluff', 'Humor', 'Family', 'Pregnancy']",No summary,English,2570,7/?,447,5610,421,121432
work_26333881,user-35202,That Glorious Strength,Lomonaaeren,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,"['Choose Not To Use Archive Warnings', 'Graphic Depictions Of Violence']",['Gen'],Work in Progress,25 Oct 2022,"['Harry Potter & Tom Riddle', 'Hermione Granger & Harry Potter', 'Hermione Granger & Tom Riddle', 'Severus Snape & Tom Riddle | Voldemort', 'Draco Malfoy & Lucius Malfoy', 'Lucius Malfoy/Narcissa Black Malfoy']","['Hermione Granger', 'Tom Riddle', 'Harry Potter', 'Lucius Malfoy', 'Severus Snape', 'Minerva McGonagall', 'Ron Weasley', 'Narcissa Black Malfoy', 'Draco Malfoy', 'Thestrals - Character', 'Original House-Elf Character(s)', 'Hogwarts Staff', 'Angelina Johnson', 'Original Characters']","['Alternate Universe - Canon Divergence', 'Alternate Universe - No Voldemort', 'Sane Tom Riddle', 'Mentor Tom Riddle', 'Different Magical Schools', 'Muggleborns', 'Revolution', 'Squibs', 'Mythical Beings & Creatures']",No summary,English,187100,41/?,2049,5608,1705,179008
work_21890770,user-1985392,harry.exe has stopped working,inksmachine,['Harry Potter - J. K. Rowling'],Not Rated,"['Graphic Depictions Of Violence', 'Major Character Death']",['M/M'],Work in Progress,08 Sep 2022,"['Harry Potter/Tom Riddle | Voldemort', 'Draco Malfoy/Ron Weasley']","['Harry Potter', 'Tom Riddle | Voldemort', 'Draco Malfoy', 'Hermione Granger', 'Ron Weasley', 'Neville Longbottom', 'Fred Weasley', 'George Weasley', 'Theodore Nott', 'Sirius Black', 'Remus Lupin', 'Severus Snape', 'Bellatrix Black Lestrange', 'Albus Dumbledore', 'Minerva McGonagall', 'Death (Character)', 'Blaise Zabini', 'Pansy Parkinson', 'Rabastan Lestrange', 'Rodolphus Lestrange', 'Bartemius Crouch Jr.']","['Slytherin Harry Potter', 'Friendship is Magic', 'Zero fucks given', 'Fix-It of Sorts', 'Feelings', 'Tooth-Rotting Fluff', 'Harry Being Harry', 'Manipulation', 'Sane Voldemort (Harry Potter)', 'Some angst', 'bc you all want that too', 'don’t lie to me', 'Implied/Referenced Suicide', 'no beta we die like men', 'Ravenclaw Hermione Granger', 'Hufflepuff Ron Weasley', 'all houses in one class', 'bc plot', 'It should be canon', 'Crack Treated Seriously', 'Dom/sub Undertones', 'Choking', ""i write when I'm high"", ""this fic doesn't make sense so read at ur own risk"", 'What Have I Done']",No summary,English,39543,29/30,1247,5607,1598,106498
work_30124308,user-96381,The Innkeeper,Lerya,['Harry Potter - J. K. Rowling'],Mature,"['Graphic Depictions Of Violence', 'Underage']",['M/M'],Complete Work,09 Sep 2021,"['Harry Potter/Tom Riddle', 'Harry Potter/Voldemort', 'Harry Potter & Dimitriv', 'Death & Harry Potter', 'Magic & Harry Potter', 'Sirius Black/Remus Lupin', 'Fenrir Greyback/Dimitriv', 'Hermione Granger/Draco Malfoy']","['Harry Potter', 'OMC', 'Dimitriv', 'Fenrir Greyback', 'Tom Riddle | Voldemort', 'Sirius Black', 'Amelia Bones', 'Remus Lupin', 'Severus Snape', 'Eileen Prince', 'Pandora Lovegood', 'Albus Dumbledore', 'Luna Lovegood', 'Lucius Malfoy', 'Draco Malfoy', 'Narcissa Black Malfoy', 'Hermione Granger', 'Ron Weasley', 'Bellatrix Black Lestrange']","['Creature Sancutuary', 'world building', 'Albus Dumbledore Bashing', ""Harry doesn't grow up with the Dursleys"", 'the inn', 'Creature Harry Potter', 'Necromancer Harry Potter', 'Azkaban', 'Sirius gets free sooner', 'Sane Tom Riddle', 'BAMF Harry Potter', 'Ron Weasley Bashing', 'Ron Weasley Being an Idiot', 'trigger warning', 'Rape/Non-con Elements', 'Chapter had a mention at the start :)']",No summary,English,71472,35/35,1303,5605,1752,159177
work_26580295,user-3380220,My Father is a Dark Lord!,temptresslove,['Harry Potter - J. K. Rowling'],Mature,"['Choose Not To Use Archive Warnings', 'Underage']",['M/M'],Complete Work,16 Mar 2021,"['Harry Potter/Tom Riddle | Voldemort', 'Cedric Diggory/Harry Potter']","['Harry Potter', 'Tom Riddle | Voldemort', 'Lucius Malfoy', 'Bellatrix Black Lestrange', 'Cedric Diggory']","['First of all this is CRACK', 'Isekai', 'YES ISEKAI', 'Reincarnation(?)', 'Rebirth(?)', 'Sent back in time(?)', 'Alternate Universe(?)', 'who knows really - Freeform', ""Incest but they're not biologically related so?"", 'Underage if we base it by body but', 'Light(?) Angst LOL', 'Smut', 'handjobs', 'Fluff', 'A whole lot of kissing', 'Pining', 'Or maybe more accurately', 'LUSTING lol', 'Blowjobs', 'Anal Fingering', 'Daddy Kink']",No summary,English,33043,37/37,1979,5598,920,115065
work_11568318,user-1707785,Howlr,partialtopotter,['Harry Potter - J. K. Rowling'],Explicit,['No Archive Warnings Apply'],"['F/F', 'F/M', 'M/M']",Complete Work,04 Oct 2018,"['Draco Malfoy/Harry Potter', 'Hermione Granger/Ron Weasley', 'Pansy Parkinson/Ginny Weasley']","['Harry Potter', 'Draco Malfoy', 'Ginny Weasley', 'Hermione Granger', 'Ron Weasley', 'Andromeda Black Tonks', 'Neville Longbottom', 'Teddy Lupin', 'Pansy Parkinson']","['Texting', 'text!fic', 'Sexting', 'Romance', 'dating app', 'Anal Sex', 'Rimming', ""they don't know they're falling for each other"", 'Ginny has a personality', 'THIS IS NOT A NON-MAGICAL AU', 'Professor Harry', 'Drarry', 'pansy x ginny', 'LGBTQ Themes', 'Smut', 'Mistaken Identity', 'Phone Sex', 'Depression', 'Post-Traumatic Stress Disorder - PTSD', 'Humor', 'Post-Hogwarts', 'Not Epilogue Compliant', 'Switching', 'Light BDSM', 'Bisexual Male Character', 'Spanking', 'Epistolary']",No summary,English,47634,11/11,1760,5598,1313,83163
work_20875460,user-514371,How Long Would you Wait for Me? (How long I've been away?),a_dale,"['Harry Potter - J. K. Rowling', 'The Avengers (Marvel Movies)', 'Spider-Man (Tom Holland Movies)']",Not Rated,['Choose Not To Use Archive Warnings'],['M/M'],Complete Work,03 Oct 2019,['Peter Parker/Harry Potter'],"['Harry Potter', 'Peter Parker', 'Tony Stark', 'Luna Lovegood']","['Soulmate AU', 'dreamshare au', 'Post-Harry Potter and the Deathly Hallows', 'Alternate Universe - Canon Divergence', 'this is literally right after the end of deathly hollows', 'Pre-Avengers: Infinity War Part 1 (Movie)', 'or post if you disregard it', 'I just want softness ok', 'serious dad Tony vibes', 'as it was', 'Hozier', 'probs crack']",No summary,English,2783,1/1,121,5591,472,53527
work_8517286,user-264155,because he strayed across the path,LullabyKnell,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['No Archive Warnings Apply'],"['Gen', 'M/M']",Work in Progress,10 Sep 2019,"['Hermione Granger & Harry Potter & Ron Weasley', 'Cedric Diggory & Harry Potter', 'Sirius Black & Harry Potter', 'Remus Lupin & Harry Potter']","['Harry Potter', 'Cedric Diggory', 'Sirius Black', 'Ensemble']","['Alternate Universe - Canon Divergence', 'Universe Alteration', 'Canon-Typical Violence', 'Alternate Canon', 'Prisoner of Azkaban AU', 'Book 3: Harry Potter and the Prisoner of Azkaban', 'Pre-Slash', 'Gen or Pre-Slash', 'Slow Build', 'Slow To Update', 'Fluff', 'Fluff and Angst', 'Light Angst', 'Feels', 'Fix-It', 'WIP', 'Long', 'Post-Traumatic Stress Disorder - PTSD', 'Friendship', 'Worldbuilding', 'Alternate Character Interpretation', 'Feel-good', 'Mild Language', 'Ron Weasley is a Good Friend']",No summary,English,64546,12/?,1346,5587,1900,118911
work_26125573,user-8214736,Namesake Necklace,WiCeBa,['Harry Potter - J. K. Rowling'],Not Rated,['Choose Not To Use Archive Warnings'],['Gen'],Complete Work,04 Jan 2021,"['Harry Potter & Severus Snape', 'Petunia Evans Dursley & Harry Potter', 'Sirius Black & Harry Potter']","['Harry Potter', 'Severus Snape', 'Petunia Evans Dursley', 'Sirius Black', 'Remus Lupin', 'Albus Dumbledore', 'Ron Weasley', 'Hermione Granger', 'Tom Riddle | Voldemort', 'Bellatrix Black Lestrange', 'Lucius Malfoy']","['Harry Potter Has PTSD', ""Severitus | Severus Snape is Harry Potter's Parent"", 'Not biologically tho', 'Vulnerable Harry Potter', 'Parent-Child Relationship', 'Abusive Dursley Family (Harry Potter)', 'De-Aged Harry Potter', 'Mentally still a teenager tho', 'Abuse and neglect', 'Hurt/Comfort', 'More tags to be added']",No summary,English,121123,25/25,1916,5583,1318,135863
work_10547500,user-9,For Now You Love Me,orphan_account,['Harry Potter - J. K. Rowling'],General Audiences,['No Archive Warnings Apply'],['M/M'],Complete Work,16 Jun 2017,"['Regulus Black/James Potter', 'Sirius Black/Remus Lupin']","['Remus Lupin', 'Sirius Black', 'James Potter', 'Regulus Black', 'Peter Pettigrew', 'Lily Evans', 'Marlene McKinnon']","['Alternate Universe-No Voldemort', 'fake dating au', 'fake relationships', 'Enemies to Lovers', 'established relationships - Freeform', 'Pining', 'Slow Burn']",No summary,English,14068,5/5,128,5582,867,57465
work_6199150,user-1623749,The Power of a Well-Organized Mind,FalconLux,['Harry Potter - J. K. Rowling'],Explicit,"['Graphic Depictions Of Violence', 'Underage']",['M/M'],Work in Progress,31 May 2018,['Harry Potter/Severus Snape'],"['Harry Potter', 'Severus Snape', 'Hermione Granger', 'Assorted Weasleys', 'Albus Dumbledore', 'Remus Lupin', 'Order Members', 'Hogwarts Students', 'Draco Malfoy', 'Lucius Malfoy', 'Narcissa Malfoy', 'Lord Voldemort | Tom Marvolo Riddle']","['Arranged Marriage', 'Marriage Contracts', 'Forced Marriage', 'Pureblood Politics', 'Manipulative Dumbledore', 'Dumbledore Bashing', 'Selective Weasley Bashing', 'mindscape', 'Occlumency', 'Powerful Harry', 'Intelligent Harry', 'Chan 16+', 'snarry', 'Child Abuse', 'Past Child Abuse', 'Work In Progress', 'Tags May Change', 'Mild Angst', 'Increasingly Dark...ish Harry']",No summary,English,86199,10/?,1087,5577,1918,93780
