work_id,user_id,title,username,fandoms,rating,warnings,slash_categories,status,date_updated,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
work_21211352,user-5041958,Custodarium,Tina48,['Harry Potter - J. K. Rowling'],Explicit,['Underage'],['M/M'],Complete Work,01 Jan 2020,"['Harry Potter & Tom Riddle', 'Harry Potter/Tom Riddle', 'Harry Potter/Tom Riddle | Voldemort']","['Harry Potter', 'Tom Riddle', 'Tom Riddle | Voldemort', 'Albus Dumbledore', 'Armando Dippet', 'Fleamont Potter', 'Rubeus Hagrid']","['Romance', 'Adventure', 'Humor', 'Fluff', 'Time Travel', 'Time Travel Fix-It', 'Alternate Universe - Time Travel', 'Falling In Love', 'Healthy Relationships', 'First Time', 'Vers Harry Potter', 'Vers Tom Riddle', 'Kissing', 'handjobs', 'Blowjobs', 'Anal Sex', 'Rimming', 'Parseltongue', 'Harry Potter Epilogue What Epilogue | EWE', 'Homophobic Language', 'Coming Out', 'Enemies to Friends to Lovers', 'Light Dom/sub', 'Forgiveness', 'Politics', 'Magical Theory', 'Switching', 'No Time Paradox', 'No character bashing']",No summary,English,73172,26/26,652,7457,2099,151038
work_24688096,user-61654,we who walk in shadows black,Evandar,['Harry Potter - J. K. Rowling'],Mature,['Choose Not To Use Archive Warnings'],['M/M'],Complete Work,06 Aug 2020,['Harry Potter/Tom Riddle | Voldemort'],"['Tom Riddle | Voldemort', 'Harry Potter']","['Past Character Death', 'Master of Death Harry Potter', 'Dark Harry Potter', 'Harry Potter is a Horcrux', 'Harry Potter is a Little Shit', 'Alternate Universe - Canon Divergence', ""Not Canon Compliant - Harry Potter and the Philosopher's Stone"", 'Alternate Universe - Time Travel', 'Sane Voldemort (Harry Potter)', 'Implied/Referenced Character Death', 'Implied/Referenced Child Abuse', 'HP Cross Gen Fest 2020']",No summary,English,3509,2/2,114,7451,1710,54544
work_25918393,user-220929,Draco Malfoy and the Wheel of Hecate,starbrigid,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['No Archive Warnings Apply'],"['F/M', 'Gen', 'M/M']",Complete Work,30 Sep 2020,"['Draco Malfoy/Harry Potter', 'Hermione Granger & Draco Malfoy', 'Draco Malfoy & Severus Snape', 'Luna Lovegood & Draco Malfoy']","['Draco Malfoy', 'Harry Potter', 'Hermione Granger', 'Ron Weasley', 'Severus Snape', 'Luna Lovegood', 'Viktor Krum', 'Cedric Diggory', 'Theodore Nott']","['Time Travel', 'Slow Burn', 'Fluff and Angst', 'Post-Traumatic Stress Disorder - PTSD', 'Character Study', 'Draco Malfoy Needs a Hug', 'Snarky Draco Malfoy', 'Unreliable Narrator', 'Anti-Hero', 'Yule Ball (Harry Potter)', 'Prophecy', 'Duelling']",No summary,English,172692,24/24,2362,7446,487,178478
work_13175427,user-968936,Seven Steps,DorthyAnn,['Harry Potter - J. K. Rowling'],Explicit,['No Archive Warnings Apply'],['M/M'],Complete Work,10 Jul 2019,['Draco Malfoy/Harry Potter'],"['Draco Malfoy', 'Pansy Parkinson', 'Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Luna Lovegood', 'Neville Longbottom', 'Narcissa Black Malfoy']","['Hogwarts Eighth Year', 'Not Epilogue Compliant', 'Swearing', 'Drama', 'Fluff', 'Melodrama', 'Angst', 'Potion Theory', 'Magic Theory', 'Frottage', 'House Elves', ""Harry's horrible shitty childhood"", 'Hand Jobs', 'First Time', 'Awkward First Times', 'Misunderstandings', 'Pointless Competitions', 'A new relationship growing into an established one', 'Talking', ""Don't copy to another site"", 'Sharing a Bed', 'Developing Friendships', 'anxiety about the future', 'And Growing Up']",No summary,English,134003,43/43,1338,7441,1784,132134
work_11088294,user-8617,Emerald,geoffaree,['Harry Potter - J. K. Rowling'],General Audiences,['No Archive Warnings Apply'],['Gen'],Complete Work,30 Aug 2017,['No Relationship Tags'],"['Harry Potter', 'Blaise Zabini', 'Draco Malfoy', 'Severus Snape', 'Millicent Bulstrode']","['Alternate Universe', 'Slytherin Harry', 'Parseltongue']",No summary,English,98334,14/14,1072,7432,598,109186
work_2010450,user-47258,Ex Nihilo (And Other Feats of An Untrained Veela),Kandakicksass,['Harry Potter - J. K. Rowling'],Mature,['No Archive Warnings Apply'],['M/M'],Complete Work,17 Feb 2020,"['Draco Malfoy/Harry Potter', 'Minor or Background Relationship(s)', 'Seamus Finnigan/Dean Thomas', 'Hermione Granger/Ron Weasley']","['Draco Malfoy', 'Harry Potter', 'Minerva McGonagall', 'Hermione Granger', 'Ron Weasley', 'Dean Thomas', 'Seamus Finnigan', 'Neville Longbottom', 'Pansy Parkinson']","['Veela', 'Veela Draco', 'Creature Fic', 'Dubious Consent - heat/allure', 'Hogwarts Eighth Year', 'EWE', 'Mating Cycles/In Heat', 'Fluff', 'Enemies to Friends to Lovers', 'Getting to Know Each Other', 'Getting Together', 'Self-Acceptance', 'Slow Burn', 'The slowest of builds tbh']",No summary,English,127093,29/29,688,7417,1789,181253
work_365648,user-33811,To Recollect the Future by oliversnape,oliversnape,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],Complete Work,09 Jan 2012,['No Relationship Tags'],"['Severus Snape', 'Harry Potter', 'Albus Dumbledore', 'Ron Weasley', 'Hermione Granger', 'Sirius Black']","['Time Travel', 'Mentors']",No summary,English,71511,11/11,349,7417,2217,124053
work_6573724,user-1623749,Beyond the Breaking Point,FalconLux,['Harry Potter - J. K. Rowling'],Mature,"['Graphic Depictions Of Violence', 'Underage']",['M/M'],Work in Progress,28 Sep 2016,"['Harry Potter/Tom Riddle | Voldemort', 'Younger Harry Potter/Draco Malfoy', 'Severus Snape/Lucius Malfoy', 'Remus Lupin/Sirius Black']","['Harry Potter', 'Harry Potter 2.0', 'Albus Dumbledore', 'Lord Voldemort | Tom Riddle Jr.', 'Severus Snape', 'Lucius Malfoy', 'Draco Malfoy', 'Sirius Black', 'Remus Lupin', 'Weasleys - Character', 'Other canon characters', 'minor OC characters - Character']","['Tomarry/Harrymort', 'Drarry', 'wolfstar', 'snucius', 'Harry Adopts Harry', 'Powerful Harry', 'Intelligent Harry', 'Independent Harry', 'Slytherin Harry', 'Gray Harry', 'Slash', 'slight ron bashing', 'Slight Molly bashing', 'Manipulative Dumbledore', 'mentions of child abuse', 'Work In Progress', 'unfinished work', 'Tags May Change']",No summary,English,57484,8/?,893,7416,2658,116107
work_32449123,user-10703063,Obliviate,Severitus812,['Harry Potter - J. K. Rowling'],Not Rated,['Graphic Depictions Of Violence'],['Gen'],Complete Work,14 Oct 2021,"['Harry Potter & Severus Snape', 'Harry Potter & Ron Weasley', 'Draco Malfoy & Harry Potter', 'Susan Bones & Harry Potter']","['Harry Potter', 'Severus Snape', 'Albus Dumbledore', 'Draco Malfoy', 'Hermione Granger', 'Neville Longbottom', 'Susan Bones', 'Ron Weasley', 'Fred Weasley', 'George Weasley', 'all the main cast']","['Severitus', 'Hurt/Comfort', 'Implied/Referenced Child Abuse', 'Past Child Abuse', 'Implied/Referenced Rape/Non-con', 'Homeless Harry Potter', 'Alternate Hogwarts House Sorting', 'Sneaky Harry Potter', 'Sassy Harry Potter', 'Magically Powerful Harry Potter', 'Protective Draco Malfoy', 'Ron Weasley is a Good Friend', 'Abusive Dursley Family (Harry Potter)', 'wump', 'Morally Grey Harry Potter', 'Voldemort Bashing', 'Chaotic Neutral Harry Potter', 'Angst', 'Draco Malfoy & Harry Potter Friendship', 'Slytherin Harry Potter', 'Slytherin Ron Weasley', 'Ravenclaw Hermione Granger', 'Slytherin Politics']",No summary,English,86702,28/28,892,7415,1077,151854
work_30318162,user-8064742,"From Wiltshire, With Love",MistressLynn,['Harry Potter - J. K. Rowling'],Explicit,['Graphic Depictions Of Violence'],['F/M'],Complete Work,05 Jul 2022,"['Hermione Granger/Draco Malfoy', 'Harry Potter/Ginny Weasley', 'Theodore Nott/Pansy Parkinson']","['Hermione Granger', 'Draco Malfoy', 'Harry Potter', 'Ron Weasley', 'Remus Lupin', 'Nymphadora Tonks', 'Kingsley Shacklebolt', 'Lucius Malfoy', 'Theodore Nott', 'Pansy Parkinson', 'Lavender Brown', 'Bellatrix Black Lestrange', 'Neville Longbottom', 'Ginny Weasley', 'Severus Snape']","['War', 'Wizarding Wars (Harry Potter)', 'Slow Burn', 'Enemies to Lovers', 'Angst', 'Romance', 'Humor', 'Drama', 'Action/Adventure', 'Mystery', 'Hurt/Comfort', 'Enemies to Friends to Lovers', 'Not Canon Compliant - Harry Potter and the Deathly Hallows', 'Espionage', 'POV Draco Malfoy', 'POV Hermione Granger', 'BAMF Draco Malfoy', 'BAMF Hermione Granger', 'Spy Draco Malfoy', 'Death Eater Draco Malfoy', 'strategist hermione granger', 'Dark Draco Malfoy', 'Morally Grey Draco Malfoy', 'Possessive Draco Malfoy', 'Implied/Referenced Rape/Non-con', 'Implied/Referenced Suicide', 'Dubious Consent', 'Snark', 'Banter', 'Dirty Talk', 'Smut', 'Explicit Sexual Content', 'Sexual Tension', 'Minor Character Death', 'Possessive Sex', 'Light Dom/sub', 'Light BDSM', 'Fanart', 'Golden Trio antics', 'surprise BAMFs', 'female bad-assery in general', 'Debates!', 'Girls Night Out (with illegal activities)', 'Sexting with D.A. Galleons', 'No character bashing - except Umbridge', 'Gratuitous Wielding of the Sword of Gryffindor', 'HEA', 'Morally Grey Hermione Granger', 'Перевод на русский | Translation in Russian', 'The only gritty war AU that ends with dick jokes', 'NSFW Art', 'Britpicked', 'Draco Malfoy in the Muggle World', 'Draco Malfoy is Clueless About Muggle Things', 'Snarky Draco Malfoy']",No summary,English,355303,87/87,9770,7412,2726,467438
