work_id,user_id,title,username,fandoms,rating,warnings,slash_categories,status,date_updated,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
work_16821571,user-4641719,The Gloriana Set,ThebeMoon,['Harry Potter - J. K. Rowling'],Mature,['No Archive Warnings Apply'],['F/M'],Complete Work,03 Dec 2019,"['Hermione Granger/Draco Malfoy', 'Hermione Granger/Theodore Nott', 'Ginny Weasley/Blaise Zabini']","['Hermione Granger', 'Draco Malfoy', 'Ginny Weasley', 'Theodore Nott', 'Ron Weasley', 'Lavender Brown', 'Harry Potter', 'Kingsley Shacklebolt', 'Narcissa Black Malfoy', 'Horace Slughorn', 'Original House-Elf Character(s)', 'Neville Longbottom', 'Astoria Greengrass', 'Moaning Myrtle', 'Minerva McGonagall', 'Blaise Zabini', 'Pansy Parkinson', 'Justin Finch-Fletchley', 'Ernie Macmillan', 'Luna Lovegood', ""Hermione's mum""]","['Hogwarts Eighth Year', 'Potions', 'Defense Against the Dark Arts', 'Herbology', 'Humor', 'Mystery', 'So Much Snark', 'POV Hermione Granger', 'Pureblood Culture (Harry Potter)', 'Study of Ancient Runes (Harry Potter)', 'Auror Harry Potter', 'Slug Club', 'Vampires', ""PORN (it's not what you think)"", 'Dueling', 'Azkaban', 'Quidditch', ""Don't copy to another site"", 'Poorly Executed Seduction Techniques', 'Bad Acronyms R Fun', 'Early Ron Bashing But There Is Growth Ahead', 'Sexual Content']",No summary,English,271830,81/81,5054,9673,3891,445979
work_12429789,user-1221814,To Catch A Thief,elvirakitties,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['No Archive Warnings Apply'],"['F/M', 'M/M']",Work in Progress,25 May 2022,"['Harry Potter & Severus Snape', 'Harry Potter/Severus Snape']","['Harry Potter', 'Albus Dumbledore', 'Severus Snape', 'Minerva McGonagall', 'Hermione Granger', 'The Weasleys', 'Order of the Phoenix', 'Death Eater(s)', 'Goblins (Harry Potter)', 'Tom Riddle | Voldemort', 'Kingsley Shacklebolt', 'Original Characters', 'Ron Weasley', 'Draco Malfoy', 'Fred Weasley', 'George Weasley']","['Alternate Universe - Canon Divergence', 'Stealing', 'Bad Dumbledore', 'Good Severus Snape', 'Top Harry', 'Bottom Severus Snape', 'Fluff and Humor', 'Manipulative Dumbledore', 'Good Weasley Twins', 'Hermione Granger Bashing', 'Molly Weasley Bashing', 'Ron Weasley Bashing', 'Thief Harry']",No summary,English,72260,34/?,2526,9647,2282,284673
work_15260055,user-35202,Vellum Voices,Lomonaaeren,['Harry Potter - J. K. Rowling'],Teen And Up Audiences,['Choose Not To Use Archive Warnings'],['M/M'],Complete Work,14 Jul 2018,['Harry Potter/Blaise Zabini'],"['Harry Potter', 'Blaise Zabini', 'Ron Weasley', 'Hermione Granger', 'Dolores Umbridge', 'Albus Dumbledore', 'Severus Snape']","['Book 5: Harry Potter and the Order of the Phoenix', 'Alternate Universe - Canon Divergence', 'Angst', 'Torture', 'Minor Character Death', 'Parseltongue']",No summary,English,16427,3/3,376,9583,1654,95847
work_2607431,user-276513,Hold My Hand,bafflinghaze,['Harry Potter - J. K. Rowling'],Mature,['No Archive Warnings Apply'],['M/M'],Complete Work,12 Nov 2014,['Draco Malfoy/Harry Potter'],"['Draco Malfoy', 'Harry Potter', 'Kreacher (Harry Potter)', 'Narcissa Black Malfoy', 'Lucius Malfoy', 'Hermione Granger', 'Kingsley Shacklebolt']","['Fluff', 'flangst', 'Established Relationship', ""St Mungo's Hospital"", 'auror!Harry', 'Hitwizard!Draco', 'Partially Secret Relationship', 'Implied Top!Draco']",No summary,English,3762,1/1,128,9568,1044,96383
work_13414074,user-2581948,The Problem With Soulmarks Is,LadyAramisGrey,['Harry Potter - J. K. Rowling'],Not Rated,['No Archive Warnings Apply'],"['F/M', 'M/M']",Work in Progress,15 Oct 2020,"['Harry Potter/Tom Riddle', 'James Potter/Lily Evans Potter', 'Euphemia Potter/Fleamont Potter']","['Harry Potter', 'Tom Riddle | Voldemort', 'Euphemia Potter', 'James Potter', 'Broderick Bode', 'Department of Mysteries - Character']","['Soulmate-Identifying Marks', 'Soulmates', 'Time Travel', 'Black Family (Harry Potter) - Freeform', 'Canon-level Past Abuse', 'Politics', 'Canon-Typical Violence', 'Slow Burn', 'very slow']",No summary,English,132576,25/?,1607,9543,3434,198282
work_21291353,user-2029570,Harry Potter and the Peanut Gallery,shadowscribe,['Harry Potter - J. K. Rowling'],Mature,['No Archive Warnings Apply'],['No category'],Work in Progress,06 Jan 2022,['No Relationship Tags'],"['Albus Dumbledore', 'Severus Snape', 'Draco Malfoy', 'Harry Potter', 'Tom Riddle | Voldemort', 'Hermione Granger', 'Blaise Zabini', 'Theodore Nott', 'Hannah Abbott', 'Susan Bones', 'Neville Longbottom', 'Mandy Brocklehurst', 'Original Characters', 'Lucius Malfoy', 'Quirinus Quirrell']","['Time Travel', 'Slytherin Harry Potter', 'Master of Death Harry Potter', 'Manipulative Albus Dumbledore', 'do not copy to another site', 'Harry living his own life', 'Neutral Harry', 'Moral Ambiguity', 'a million sides to the same story', 'Worldbuilding', 'Character building', 'Paganism', 'Animal Sacrifice', 'Blood Magic', 'Dark Magic']",No summary,English,74325,28/?,2070,9534,1369,185603
work_8158447,user-287005,the last son,dirgewithoutmusic,['Harry Potter - J. K. Rowling'],General Audiences,['Major Character Death'],"['F/M', 'M/M']",Complete Work,29 Sep 2016,"['Hermione Granger/Ron Weasley', 'Harry Potter/Ginny Weasley', 'Sirius Black/Remus Lupin', 'Fleur Delacour/Bill Weasley']","['Ron Weasley', 'Harry Potter', 'Hermione Granger', 'Ginny Weasley', 'The Weasleys', 'Lily Evans Potter']","['Chosen One Ron Weasley', 'Seven little Weasley orphans', 'Lily Lives', 'Sirius and Remus live', ""James doesn't""]",No summary,English,13051,1/1,498,9534,1422,105577
work_384343,user-35202,Said the Tortoise to the Hare,Lomonaaeren,['Harry Potter - J. K. Rowling'],Mature,['No Archive Warnings Apply'],['M/M'],Complete Work,16 Apr 2012,"['Draco Malfoy/Harry Potter', 'Harry Potter/Ginny Weasley', 'Harry Potter/Others']","['Draco Malfoy', 'Harry Potter', 'Hermione Granger', 'Ginny Weasley']","['Slow Build', 'Romance']",No summary,English,12418,1/1,114,9522,1720,98432
work_5924098,user-239854,Rewritten,goodmorninglove,['Harry Potter - J. K. Rowling'],Mature,['Choose Not To Use Archive Warnings'],['M/M'],Work in Progress,27 Oct 2017,['Harry Potter/Tom Riddle'],"['Harry Potter', 'Albus Dumbledore', 'Minerva McGonagall', 'Tom Riddle | Voldemort', 'Fenrir Greyback', 'Orion Black', 'Charlus Potter', 'Sirius Black', 'James Potter', 'Lily Evans Potter', 'Remus Lupin', 'Peter Pettigrew', 'Death - Character', 'Armando Dippet', 'Bartemius Crouch Jr.', 'Lucius Malfoy', 'Regulus Black', 'Severus Snape']","['Master of Death', 'Time Travel', 'peverell', 'Baby Death Eaters - Freeform', 'Baby Dark Lord', 'Immortal Harry', 'Protective Harry']",No summary,English,70951,23/?,1059,9517,2925,196110
work_9821300,user-1716,Swung by Serafim,flamethrower,['Harry Potter - J. K. Rowling'],Mature,"['Graphic Depictions Of Violence', 'Major Character Death']","['F/F', 'F/M', 'M/M', 'Multi']",Complete Work,25 May 2017,"['Arthur Weasley/Molly Weasley', 'Andromeda Black Tonks/Ted Tonks', 'Lucius Malfoy/Narcissa Black Malfoy', 'James Potter/Lily Evans Potter']","['Harry Potter', 'Sirius Black', 'Remus Lupin', 'Albus Dumbledore', 'Severus Snape', 'Draco Malfoy', 'Narcissa Black Malfoy', 'Lucius Malfoy', 'Dobby', 'Kreacher (Harry Potter)', 'Minerva McGonagall', 'Filius Flitwick', 'Ron Weasley', 'Hermione Granger', 'Molly Weasley', 'Arthur Weasley', 'Fred Weasley', 'George Weasley', 'Charlie Weasley', 'Bill Weasley', 'Nymphadora Tonks', 'Neville Longbottom', 'Ginny Weasley', 'Fleur Delacour', 'Percy Weasley', 'Viktor Krum', 'Luna Lovegood', 'Rubeus Hagrid', 'Pomona Sprout', 'Lily Evans Potter', 'James Potter', 'OFC', 'OMC']","['I am not listing the entire cast of the HP universe', 'Alternate Universe - Canon Divergence', 'Post-Chamber of Secrets', 'Lily Evans Potter & Severus Snape Friendship', 'there is a tag for it yay!', 'also not listing relationships', 'Too confusing', 'Discussion of Past Child Abuse', 'The World Is Not Black And White', 'GFY', ""Don't copy to another site"", 'seriously if those two actually were together at the end of this fic it would be in the tags okay?', ""and I don't tag the other relationships because they're spoilers"", 'but before I get yelled at AGAIN', ""this isn't Snarry fic okay?"", 'it has potential to become that if you squint', ""but I am not tagging for a romantic relationship that isn't there!""]",No summary,English,352375,45/45,5230,9493,3783,316382
